Meter No.,IP ,Keys 
CRYT3157763,2405:0203:c3f9:AF8B:0000:0000:0000:0010,123
CRYT3029482,2405:0203:c3f4:5D93:0000:0000:0000:0010,123
CRYT3016293,2405:0203:c3f4:569D:0000:0000:0000:0010,123
CRYT3036380,2405:0203:c3f4:69FC:0000:0000:0000:0010,123
CRYT3036939,2405:0203:c3f4:7C93:0000:0000:0000:0010,123
CRYT3042010,2405:0203:c3f4:ACD8:0000:0000:0000:0010,123
CRYT3070681,2405:0203:c3f4:CC9F:0000:0000:0000:0010,123
CRYT3074298,2405:0203:c3f9:8AAF:0000:0000:0000:0010,123
CRYT3074786,2405:0203:c3f9:88EC:0000:0000:0000:0010,123
CRYT3155191,2405:0203:c3f4:EE5E:0000:0000:0000:0010,123
CRYT3163596,2405:0203:c3f9:AB8F:0000:0000:0000:0010,123
CRYT3155375,2405:0203:c3f4:EC76:0000:0000:0000:0010,123
CRYT3157729,2405:0203:c3f9:AF19:0000:0000:0000:0010,123
CRYT3150995,2405:0203:c3f9:A113:0000:0000:0000:0010,123
CRYT3154740,2405:0203:c3f4:E970:0000:0000:0000:0010,123
CRYT3151580,2405:0203:c3f9:BF2B:0000:0000:0000:0010,123
CRYT3163092,2405:0203:c3f9:B1EF:0000:0000:0000:0010,123
CRYT3161554,2405:0203:c3f9:A6FA:0000:0000:0000:0010,123
CRYT3150508,2405:0203:c3f9:6639:0000:0000:0000:0010,123
CRYT3037289,2405:0203:c3f4:6FC2:0000:0000:0000:0010,123
CRYT3042271,2405:0203:c3f4:A294:0000:0000:0000:0010,123
CRYT3031246,2405:0203:c3f4:BF91:0000:0000:0000:0010,123
CRYT3042171,2405:0203:c3f4:A2D7:0000:0000:0000:0010,123
CRYT3151560,2405:0203:c3f9:9F15:0000:0000:0000:0010,123
CRYT3164125,2405:0203:c3f4:E1B8:0000:0000:0000:0010,123
CRYT3158735,2405:0203:c3f4:EBB5:0000:0000:0000:0010,123
CRYT3038927,2405:0203:c3f4:97FE:0000:0000:0000:0010,123
CRYT3038944,2405:0203:c3f4:7383:0000:0000:0000:0010,123
CRYT3017821,2405:0203:c3f4:562B:0000:0000:0000:0010,123
CRYT3040320,2405:0203:c3f4:B991:0000:0000:0000:0010,123
CRYT3034050,2405:0203:c3f4:A8F0:0000:0000:0000:0010,123
CRYT3072309,2405:0203:c3f9:89E3:0000:0000:0000:0010,123
CRYT3072420,2405:0203:c3f9:87A4:0000:0000:0000:0010,123
CRYT3065548,2405:0203:c3f4:7281:0000:0000:0000:0010,123
CRYT3026944,2405:0203:c3f4:40A8:0000:0000:0000:0010,123
CRYT3042655,2405:0203:c3f4:A8C9:0000:0000:0000:0010,123
CRYT3038673,2405:0203:c3f4:5BE1:0000:0000:0000:0010,123
CRYT3069323,2405:0203:c3f4:C4FD:0000:0000:0000:0010,123
CRYT3067652,2405:0203:c3f4:D35D:0000:0000:0000:0010,123
CRYT3068533,2405:0203:c3f4:CFF4:0000:0000:0000:0010,123
CRYT3067061,2405:0203:c3f4:D18D:0000:0000:0000:0010,123
CRYT3071120,2405:0203:c3f4:C5B6:0000:0000:0000:0010,123
CRYT3044860,2405:0203:c3f4:7BBA:0000:0000:0000:0010,123
CRYT3164867,2405:0203:c3f9:BD8E:0000:0000:0000:0010,123
CRYT3016054,2405:0203:c3f4:4D69:0000:0000:0000:0010,123
CRYT3016980,2405:0203:c3f4:43B2:0000:0000:0000:0010,123
CRYT3028016,2405:0203:c3f4:5418:0000:0000:0000:0010,123
CRYT3028728,2405:0203:c3f4:59D2:0000:0000:0000:0010,123
CRYT3025894,2405:0203:c3f4:3C5E:0000:0000:0000:0010,123
CRYT3043698,2405:0203:c3f4:5BAC:0000:0000:0000:0010,123
CRYT3028865,2405:0203:c3f4:59DA:0000:0000:0000:0010,123
CRYT3031198,2405:0203:c3f4:BF9B:0000:0000:0000:0010,123
CRYT3018852,2405:0203:c3f4:62A5:0000:0000:0000:0010,123
CRYT3015004,2405:0203:c3f4:6A7A:0000:0000:0000:0010,123
CRYT3015826,2405:0203:c3f4:5988:0000:0000:0000:0010,123
CRYT3368711,2405:0203:c3e0:E4AD:0000:0000:0000:0010,123
CRYT3329771,2405:0203:c3fa:97A5:0000:0000:0000:0010,123
CRYT3160158,2405:0203:c3f9:99FC:0000:0000:0000:0010,123
CRYT3034534,2405:0203:c3f4:9C87:0000:0000:0000:0010,123
CRYT3156248,2405:0203:c3f9:ADF2:0000:0000:0000:0010,123
CRYT3160034,2405:0203:c3f9:9A37:0000:0000:0000:0010,123
CRYT3015215,2405:0203:c3f4:464C:0000:0000:0000:0010,123
CRYT3067678,2405:0203:c3f4:C7B9:0000:0000:0000:0010,123
CRYT3025571,2405:0203:c3f4:765A:0000:0000:0000:0010,123
CRYT3065061,2405:0203:c3f4:94A7:0000:0000:0000:0010,123
CRYT3068677,2405:0203:c3f4:CF5A:0000:0000:0000:0010,123
CRYT3031477,2405:0203:c3f4:BDF2:0000:0000:0000:0010,123
CRYT3043538,2405:0203:c3f4:7FB0:0000:0000:0000:0010,123
CRYT3156360,2405:0203:c3f9:ACB0:0000:0000:0000:0010,123
CRYT3017638,2405:0203:c3f4:61FF:0000:0000:0000:0010,123
CRYT3041893,2405:0203:c3f4:A219:0000:0000:0000:0010,123
CRYT3066226,2405:0203:c3f4:6431:0000:0000:0000:0010,123
CRYT3070876,2405:0203:c3f4:C6E4:0000:0000:0000:0010,123
CRYT3071076,2405:0203:c3f4:C648:0000:0000:0000:0010,123
CRYT3072965,2405:0203:c3f4:C8C3:0000:0000:0000:0010,123
CRYT3070649,2405:0203:c3f4:CC75:0000:0000:0000:0010,123
CRYT3026106,2405:0203:c3f4:3A67:0000:0000:0000:0010,123
CRYT3069878,2405:0203:c3f4:C2C1:0000:0000:0000:0010,123
CRYT3074109,2405:0203:c3f9:6F5B:0000:0000:0000:0010,123
CRYT3069600,2405:0203:c3f4:C19F:0000:0000:0000:0010,123
CRYT3065928,2405:0203:c3f4:6E41:0000:0000:0000:0010,123
CRYT3068869,2405:0203:c3f4:C938:0000:0000:0000:0010,123
CRYT3019885,2405:0203:c3f4:84DE:0000:0000:0000:0010,123
CRYT3033492,2405:0203:c3f4:A08A:0000:0000:0000:0010,123
CRYT3153965,2405:0203:c3f4:F0FF:0000:0000:0000:0010,123
CRYT3042595,2405:0203:c3f4:A84A:0000:0000:0000:0010,123
CRYT3160639,2405:0203:c3f9:A396:0000:0000:0000:0010,123
CRYT3153674,2405:0203:c3f9:A036:0000:0000:0000:0010,123
CRYT3155307,2405:0203:c3f4:ED48:0000:0000:0000:0010,123
CRYT3016674,2405:0203:c3f4:3DFB:0000:0000:0000:0010,123
CRYT3019495,2405:0203:c3f4:6D77:0000:0000:0000:0010,123
CRYT3040309,2405:0203:c3f4:B985:0000:0000:0000:0010,123
CRYT3067020,2405:0203:c3f4:C94D:0000:0000:0000:0010,123
CRYT3067391,2405:0203:c3f4:C8A3:0000:0000:0000:0010,123
CRYT3035719,2405:0203:c3f4:7774:0000:0000:0000:0010,123
CRYT3065250,2405:0203:c3f4:7EF3:0000:0000:0000:0010,123
CRYT3069649,2405:0203:c3f4:B81C:0000:0000:0000:0010,123
CRYT3071253,2405:0203:c3f4:C563:0000:0000:0000:0010,123
CRYT3154769,2405:0203:c3f4:EA8F:0000:0000:0000:0010,123
CRYT3162657,2405:0203:c3f4:F42E:0000:0000:0000:0010,123
CRYT3162083,2405:0203:c3f4:E5FD:0000:0000:0000:0010,123
CRYT3162562,2405:0203:c3f4:F3C0:0000:0000:0000:0010,123
CRYT3163584,2405:0203:c3f9:AB82:0000:0000:0000:0010,123
CRYT3041788,2405:0203:c3f4:B115:0000:0000:0000:0010,123
CRYT3156162,2405:0203:c3f9:AED3:0000:0000:0000:0010,123
CRYT3156021,2405:0203:c3f9:AF63:0000:0000:0000:0010,123
CRYT3159868,2405:0203:c3f9:B5D2:0000:0000:0000:0010,123
CRYT3041896,2405:0203:c3f4:ADD6:0000:0000:0000:0010,123
CRYT3156378,2405:0203:c3f9:A9AE:0000:0000:0000:0010,123
CRYT3157073,2405:0203:c3f9:A37F:0000:0000:0000:0010,123
CRYT3164831,2405:0203:c3f9:BD58:0000:0000:0000:0010,123
CRYT3074523,2405:0203:c3f9:6E45:0000:0000:0000:0010,123
CRYT3153923,2405:0203:c3f4:F0E4:0000:0000:0000:0010,123
CRYT3155815,2405:0203:c3f4:F609:0000:0000:0000:0010,123
CRYT3074276,2405:0203:c3f9:8AAA:0000:0000:0000:0010,123
CRYT3157824,2405:0203:c3f4:E50E:0000:0000:0000:0010,123
CRYT3018156,2405:0203:c3f4:3A10:0000:0000:0000:0010,123
CRYT3158828,2405:0203:c3f4:EC55:0000:0000:0000:0010,123
CRYT3323336,2405:0203:c3e0:3AA3:0000:0000:0000:0010,123
CRYT3150992,2405:0203:c3f9:9FB2:0000:0000:0000:0010,123
CRYT3156765,2405:0203:c3f9:B685:0000:0000:0000:0010,123
CRYT3161454,2405:0203:c3f9:9B13:0000:0000:0000:0010,123
CRYT3162341,2405:0203:c3f4:EDEA:0000:0000:0000:0010,123
CRYT3163698,2405:0203:c3f9:ABBC:0000:0000:0000:0010,123
CRYT3159205,2405:0203:c3f9:B47E:0000:0000:0000:0010,123
CRYT3162463,2405:0203:c3f4:EF17:0000:0000:0000:0010,123
CRYT3330736,2405:0203:c3f9:CB7E:0000:0000:0000:0010,123
CRYT3035101,2405:0203:c3f4:9470:0000:0000:0000:0010,123
CRYT3025805,2405:0203:c3f4:407A:0000:0000:0000:0010,123
CRYT3030580,2405:0203:c3f4:B8E0:0000:0000:0000:0010,123
CRYT3153939,2405:0203:c3f4:F106:0000:0000:0000:0010,123
CRYT3156562,2405:0203:c3f9:B3A0:0000:0000:0000:0010,123
CRYT3154734,2405:0203:c3f4:E98B:0000:0000:0000:0010,123
CRYT3157256,2405:0203:c3f4:F1FC:0000:0000:0000:0010,123
CRYT3036102,2405:0203:c3f4:5B48:0000:0000:0000:0010,123
CRYT3030883,2405:0203:c3f4:C107:0000:0000:0000:0010,123
CRYT3043716,2405:0203:c3f4:5CA0:0000:0000:0000:0010,123
CRYT3031729,2405:0203:c3f4:B589:0000:0000:0000:0010,123
CRYT3031818,2405:0203:c3f4:B330:0000:0000:0000:0010,123
CRYT3044192,2405:0203:c3f4:69ED:0000:0000:0000:0010,123
CRYT3065048,2405:0203:c3f4:9723:0000:0000:0000:0010,123
CRYT3015898,2405:0203:c3f4:5674:0000:0000:0000:0010,123
CRYT3028116,2405:0203:c3f4:542A:0000:0000:0000:0010,123
CRYT3042638,2405:0203:c3f4:A99D:0000:0000:0000:0010,123
CRYT3033692,2405:0203:c3f4:9E66:0000:0000:0000:0010,123
CRYT3035661,2405:0203:c3f4:7770:0000:0000:0000:0010,123
CRYT3027925,2405:0203:c3f4:4CAB:0000:0000:0000:0010,123
CRYT3034545,2405:0203:c3f4:9D14:0000:0000:0000:0010,123
CRYT3028214,2405:0203:c3f4:54BC:0000:0000:0000:0010,123
CRYT3307122,2405:0203:c3f9:468F:0000:0000:0000:0010,123
CRYT3038002,2405:0203:c3f4:7D7D:0000:0000:0000:0010,123
CRYT3025380,2405:0203:c3f4:42DB:0000:0000:0000:0010,123
CRYT3017903,2405:0203:c3f4:5504:0000:0000:0000:0010,123
CRYT3033554,2405:0203:c3f4:A0E2:0000:0000:0000:0010,123
CRYT3037331,2405:0203:c3f4:71E2:0000:0000:0000:0010,123
CRYT3029712,2405:0203:c3f4:613E:0000:0000:0000:0010,123
CRYT3068687,2405:0203:c3f4:C8CC:0000:0000:0000:0010,123
CRYT3026996,2405:0203:c3f4:4358:0000:0000:0000:0010,123
CRYT3153171,2405:0203:c3f9:A2B8:0000:0000:0000:0010,123
CRYT3017382,2405:0203:c3f4:76AD:0000:0000:0000:0010,123
CRYT3150724,2405:0203:c3f9:682B:0000:0000:0000:0010,123
CRYT3033074,2405:0203:c3f4:AF91:0000:0000:0000:0010,123
CRYT3066420,2405:0203:c3f4:97DE:0000:0000:0000:0010,123
CRYT3068284,2405:0203:c3f4:D002:0000:0000:0000:0010,123
CRYT3068224,2405:0203:c3f4:C94F:0000:0000:0000:0010,123
CRYT3065448,2405:0203:c3f4:97A8:0000:0000:0000:0010,123
CRYT3033982,2405:0203:c3f4:A9B6:0000:0000:0000:0010,123
CRYT3039569,2405:0203:c3f4:7465:0000:0000:0000:0010,123
CRYT3018690,2405:0203:c3f4:55B7:0000:0000:0000:0010,123
CRYT3027032,2405:0203:c3f4:429B:0000:0000:0000:0010,123
CRYT3015210,2405:0203:c3f4:45F1:0000:0000:0000:0010,123
CRYT3038217,2405:0203:c3f4:65AC:0000:0000:0000:0010,123
CRYT3066005,2405:0203:c3f4:71DD:0000:0000:0000:0010,123
CRYT3069111,2405:0203:c3f4:CE37:0000:0000:0000:0010,123
CRYT3017066,2405:0203:c3f4:45C6:0000:0000:0000:0010,123
CRYT3035367,2405:0203:c3f4:630E:0000:0000:0000:0010,123
CRYT3158742,2405:0203:c3f4:EBFD:0000:0000:0000:0010,123
CRYT3074719,2405:0203:c3f9:8944:0000:0000:0000:0010,123
CRYT3069326,2405:0203:c3f4:C50F:0000:0000:0000:0010,123
CRYT3040286,2405:0203:c3f4:B9AD:0000:0000:0000:0010,123
CRYT3036214,2405:0203:c3f4:6723:0000:0000:0000:0010,123
CRYT3066827,2405:0203:c3f4:C983:0000:0000:0000:0010,123
CRYT3038478,2405:0203:c3f4:6CF0:0000:0000:0000:0010,123
CRYT3162611,2405:0203:c3f4:F79F:0000:0000:0000:0010,123
CRYT3162585,2405:0203:c3f4:F79D:0000:0000:0000:0010,123
CRYT3043440,2405:0203:c3f4:63D4:0000:0000:0000:0010,123
CRYT3019449,2405:0203:c3f4:6E7F:0000:0000:0000:0010,123
CRYT3154815,2405:0203:c3f4:E913:0000:0000:0000:0010,123
CRYT3151526,2405:0203:c3f9:98C5:0000:0000:0000:0010,123
CRYT3026337,2405:0203:c3f4:48AB:0000:0000:0000:0010,123
CRYT3155175,2405:0203:c3f4:EE84:0000:0000:0000:0010,123
CRYT3015973,2405:0203:c3f4:5C1C:0000:0000:0000:0010,123
CRYT3034265,2405:0203:c3f4:9FDB:0000:0000:0000:0010,123
CRYT3074074,2405:0203:c3f9:6D78:0000:0000:0000:0010,123
CRYT3068524,2405:0203:c3f4:D0AB:0000:0000:0000:0010,123
CRYT3069842,2405:0203:c3f4:B804:0000:0000:0000:0010,123
CRYT3042377,2405:0203:c3f4:A181:0000:0000:0000:0010,123
CRYT3029687,2405:0203:c3f4:5036:0000:0000:0000:0010,123
CRYT3044929,2405:0203:c3f4:7295:0000:0000:0000:0010,123
CRYT3162036,2405:0203:c3f4:E5CD:0000:0000:0000:0010,123
CRYT3154498,2405:0203:c3f4:ED12:0000:0000:0000:0010,123
CRYT3158653,2405:0203:c3f4:EBC4:0000:0000:0000:0010,123
CRYT3164021,2405:0203:c3f9:B0F3:0000:0000:0000:0010,123
CRYT3339251,2405:0203:c3f9:FA2E:0000:0000:0000:0010,123
CRYT3074141,2405:0203:c3f9:6F1F:0000:0000:0000:0010,123
CRYT3065403,2405:0203:c3f4:7A10:0000:0000:0000:0010,123
CRYT3028134,2405:0203:c3f4:553E:0000:0000:0000:0010,123
CRYT3018649,2405:0203:c3f4:546E:0000:0000:0000:0010,123
CRYT3042846,2405:0203:c3f4:AB73:0000:0000:0000:0010,123
CRYT3162192,2405:0203:c3f4:E9E2:0000:0000:0000:0010,123
CRYT3019237,2405:0203:c3f4:5853:0000:0000:0000:0010,123
CRYT3161548,2405:0203:c3f9:A70D:0000:0000:0000:0010,123
CRYT3160008,2405:0203:c3f9:9A65:0000:0000:0000:0010,123
CRYT3155611,2405:0203:c3f4:EF1C:0000:0000:0000:0010,123
CRYT3027152,2405:0203:c3f4:4CD9:0000:0000:0000:0010,123
CRYT3033472,2405:0203:c3f4:A025:0000:0000:0000:0010,123
CRYT3037084,2405:0203:c3f4:725B:0000:0000:0000:0010,123
CRYT3035548,2405:0203:c3f4:7D5E:0000:0000:0000:0010,123
CRYT3017124,2405:0203:c3f4:4D4D:0000:0000:0000:0010,123
CRYT3034559,2405:0203:c3f4:9D65:0000:0000:0000:0010,123
CRYT3072882,2405:0203:c3f4:8B7B:0000:0000:0000:0010,123
CRYT3041120,2405:0203:c3f4:B53B:0000:0000:0000:0010,123
CRYT3164032,2405:0203:c3f9:AFDD:0000:0000:0000:0010,123
CRYT3163860,2405:0203:c3f9:B667:0000:0000:0000:0010,123
CRYT3035268,2405:0203:c3f4:8232:0000:0000:0000:0010,123
CRYT3073610,2405:0203:c3f9:84EF:0000:0000:0000:0010,123
CRYT3070378,2405:0203:c3f4:CC5F:0000:0000:0000:0010,123
CRYT3027984,2405:0203:c3f4:479F:0000:0000:0000:0010,123
CRYT3039079,2405:0203:c3f4:6556:0000:0000:0000:0010,123
CRYT3069551,2405:0203:c3f4:C3F9:0000:0000:0000:0010,123
CRYT3037312,2405:0203:c3f4:73AB:0000:0000:0000:0010,123
CRYT3068757,2405:0203:c3f4:CA6A:0000:0000:0000:0010,123
CRYT3328323,2405:0203:c3f9:0E53:0000:0000:0000:0010,123
CRYT3158359,2405:0203:c3f9:AB49:0000:0000:0000:0010,123
CRYT3160471,2405:0203:c3f9:A3B6:0000:0000:0000:0010,123
CRYT3150402,2405:0203:c3f9:665D:0000:0000:0000:0010,123
CRYT3153408,2405:0203:c3f9:98E0:0000:0000:0000:0010,123
CRYT3156994,2405:0203:c3f9:B929:0000:0000:0000:0010,123
CRYT3067569,2405:0203:c3f4:D33A:0000:0000:0000:0010,123
CRYT3071778,2405:0203:c3f4:8CFB:0000:0000:0000:0010,123
CRYT3065405,2405:0203:c3f4:7A19:0000:0000:0000:0010,123
CRYT3157986,2405:0203:c3f9:B0BF:0000:0000:0000:0010,123
CRYT3027066,2405:0203:c3f4:4C1D:0000:0000:0000:0010,123
CRYT3150709,2405:0203:c3f9:5C68:0000:0000:0000:0010,123
CRYT3161561,2405:0203:c3f9:A705:0000:0000:0000:0010,123
CRYT3015100,2405:0203:c3f4:443A:0000:0000:0000:0010,123
CRYT3033974,2405:0203:c3f4:A8AA:0000:0000:0000:0010,123
CRYT3035450,2405:0203:c3f4:63D0:0000:0000:0000:0010,123
CRYT3069637,2405:0203:c3f4:C4BB:0000:0000:0000:0010,123
CRYT3072594,2405:0203:c3f9:8743:0000:0000:0000:0010,123
CRYT3038190,2405:0203:c3f4:6601:0000:0000:0000:0010,123
CRYT3035151,2405:0203:c3f4:79E2:0000:0000:0000:0010,123
CRYT3015606,2405:0203:c3f4:5FD7:0000:0000:0000:0010,123
CRYT3036465,2405:0203:c3f4:6A0B:0000:0000:0000:0010,123
CRYT3156218,2405:0203:c3f9:AD64:0000:0000:0000:0010,123
CRYT3386119,2405:0203:c3e0:A429:0000:0000:0000:0010,123
CRYT3158409,2405:0203:c3f9:AB0C:0000:0000:0000:0010,123
CRYT3164635,2405:0203:c3f9:BC1C:0000:0000:0000:0010,123
CRYT3345826,2405:0203:c3e0:9265:0000:0000:0000:0010,123
CRYT3158962,2405:0203:c3f9:B4B1:0000:0000:0000:0010,123
CRYT3017453,2405:0203:c3f4:51BC:0000:0000:0000:0010,123
CRYT3038479,2405:0203:c3f4:6CF3:0000:0000:0000:0010,123
CRYT3035601,2405:0203:c3f4:7D1A:0000:0000:0000:0010,123
CRYT3157690,2405:0203:c3f9:AF6D:0000:0000:0000:0010,123
CRYT3029887,2405:0203:c3f4:850D:0000:0000:0000:0010,123
CRYT3025560,2405:0203:c3f4:3D2F:0000:0000:0000:0010,123
CRYT3071930,2405:0203:c3f9:8BDE:0000:0000:0000:0010,123
CRYT3067952,2405:0203:c3f4:D0F1:0000:0000:0000:0010,123
CRYT3068963,2405:0203:c3f4:CEAF:0000:0000:0000:0010,123
CRYT3040362,2405:0203:c3f4:C02F:0000:0000:0000:0010,123
CRYT3071820,2405:0203:c3f4:8D19:0000:0000:0000:0010,123
CRYT3030329,2405:0203:c3f4:B694:0000:0000:0000:0010,123
CRYT3043708,2405:0203:c3f4:5BE3:0000:0000:0000:0010,123
CRYT3163173,2405:0203:c3f9:AD53:0000:0000:0000:0010,123
CRYT3025893,2405:0203:c3f4:3CC7:0000:0000:0000:0010,123
CRYT3032575,2405:0203:c3f4:A2E3:0000:0000:0000:0010,123
CRYT3031251,2405:0203:c3f4:C0B4:0000:0000:0000:0010,123
CRYT3030231,2405:0203:c3f4:B5BD:0000:0000:0000:0010,123
CRYT3068353,2405:0203:c3f4:D3F1:0000:0000:0000:0010,123
CRYT3069734,2405:0203:c3f4:B81E:0000:0000:0000:0010,123
CRYT3074300,2405:0203:c3f9:705F:0000:0000:0000:0010,123
CRYT3044195,2405:0203:c3f4:6A01:0000:0000:0000:0010,123
CRYT3032684,2405:0203:c3f4:B029:0000:0000:0000:0010,123
CRYT3034234,2405:0203:c3f4:AAB1:0000:0000:0000:0010,123
CRYT3033737,2405:0203:c3f4:A0A2:0000:0000:0000:0010,123
CRYT3069232,2405:0203:c3f4:C444:0000:0000:0000:0010,123
CRYT3027765,2405:0203:c3f4:4A1A:0000:0000:0000:0010,123
CRYT3028270,2405:0203:c3f4:5462:0000:0000:0000:0010,123
CRYT3161551,2405:0203:c3f4:F4FD:0000:0000:0000:0010,123
CRYT3031396,2405:0203:c3f4:BDA3:0000:0000:0000:0010,123
CRYT3041113,2405:0203:c3f4:A6AC:0000:0000:0000:0010,123
CRYT3151521,2405:0203:c3f9:9F28:0000:0000:0000:0010,123
CRYT3160637,2405:0203:c3f9:9B82:0000:0000:0000:0010,123
CRYT3162403,2405:0203:c3f4:F00A:0000:0000:0000:0010,123
CRYT3164661,2405:0203:c3f9:BBC6:0000:0000:0000:0010,123
CRYT3074101,2405:0203:c3f9:6E5B:0000:0000:0000:0010,123
CRYT3158655,2405:0203:c3f4:EBBE:0000:0000:0000:0010,123
CRYT3320183,2405:0203:c3fa:A26B:0000:0000:0000:0010,123
CRYT3066428,2405:0203:c3f4:6358:0000:0000:0000:0010,123
CRYT3072389,2405:0203:c3f9:8988:0000:0000:0000:0010,123
CRYT3039953,2405:0203:c3f4:CB0B:0000:0000:0000:0010,123
CRYT3069864,2405:0203:c3f4:C2B7:0000:0000:0000:0010,123
CRYT3015239,2405:0203:c3f4:460C:0000:0000:0000:0010,123
CRYT3038510,2405:0203:c3f4:6D34:0000:0000:0000:0010,123
CRYT3041039,2405:0203:c3f4:B2DB:0000:0000:0000:0010,123
CRYT3015530,2405:0203:c3f4:5C13:0000:0000:0000:0010,123
CRYT3162608,2405:0203:c3f4:F652:0000:0000:0000:0010,123
CRYT3042664,2405:0203:c3f4:A983:0000:0000:0000:0010,123
CRYT3160160,2405:0203:c3f4:F111:0000:0000:0000:0010,123
CRYT3150807,2405:0203:c3f9:BE94:0000:0000:0000:0010,123
CRYT3153028,2405:0203:c3f4:F152:0000:0000:0000:0010,123
CRYT3152636,2405:0203:c3f9:9A9C:0000:0000:0000:0010,123
CRYT3150831,2405:0203:c3f9:A180:0000:0000:0000:0010,123
CRYT3150329,2405:0203:c3f9:66E1:0000:0000:0000:0010,123
CRYT3015203,2405:0203:c3f4:4606:0000:0000:0000:0010,123
CRYT3036947,2405:0203:c3f4:693F:0000:0000:0000:0010,123
CRYT3068475,2405:0203:c3f4:D047:0000:0000:0000:0010,123
CRYT3067189,2405:0203:c3f4:D1F7:0000:0000:0000:0010,123
CRYT3069253,2405:0203:c3f4:CE9A:0000:0000:0000:0010,123
CRYT3158904,2405:0203:c3f4:EB71:0000:0000:0000:0010,123
CRYT3158492,2405:0203:c3f9:AB29:0000:0000:0000:0010,123
CRYT3160180,2405:0203:c3f9:9A1E:0000:0000:0000:0010,123
CRYT3032868,2405:0203:c3f4:AE4D:0000:0000:0000:0010,123
CRYT3066023,2405:0203:c3f4:9805:0000:0000:0000:0010,123
CRYT3071783,2405:0203:c3f4:8CBE:0000:0000:0000:0010,123
CRYT3066551,2405:0203:c3f4:97D4:0000:0000:0000:0010,123
CRYT3029738,2405:0203:c3f4:5011:0000:0000:0000:0010,123
CRYT3043801,2405:0203:c3f4:6C49:0000:0000:0000:0010,123
CRYT3016661,2405:0203:c3f4:4B92:0000:0000:0000:0010,123
CRYT3380073,2405:0203:c3e0:56B4:0000:0000:0000:0010,123
CRYT3161843,2405:0203:c3f4:EA74:0000:0000:0000:0010,123
CRYT3163890,2405:0203:c3f9:AFF4:0000:0000:0000:0010,123
CRYT3162880,2405:0203:c3f4:E7A5:0000:0000:0000:0010,123
CRYT3162458,2405:0203:c3f4:EEFF:0000:0000:0000:0010,123
CRYT3015182,2405:0203:c3f4:463C:0000:0000:0000:0010,123
CRYT3019626,2405:0203:c3f4:6EB7:0000:0000:0000:0010,123
CRYT3028350,2405:0203:c3f4:53C5:0000:0000:0000:0010,123
CRYT3016433,2405:0203:c3f4:4525:0000:0000:0000:0010,123
CRYT3069285,2405:0203:c3f4:CE21:0000:0000:0000:0010,123
CRYT3367326,2405:0203:c3fa:CC7B:0000:0000:0000:0010,123
CRYT3026744,2405:0203:c3f4:4C13:0000:0000:0000:0010,123
CRYT3035182,2405:0203:c3f4:7B1D:0000:0000:0000:0010,123
CRYT3028869,2405:0203:c3f4:5F6A:0000:0000:0000:0010,123
CRYT3156068,2405:0203:c3f9:AE70:0000:0000:0000:0010,123
CRYT3157217,2405:0203:c3f4:F325:0000:0000:0000:0010,123
CRYT3387323,2405:0203:c3e0:77A8:0000:0000:0000:0010,123
CRYT3351265,2405:0203:c3e0:BC80:0000:0000:0000:0010,123
CRYT3315896,2405:0203:c3e0:20D8:0000:0000:0000:0010,123
CRYT3036333,2405:0203:c3f4:62E3:0000:0000:0000:0010,123
CRYT3025559,2405:0203:c3f4:4041:0000:0000:0000:0010,123
CRYT3025281,2405:0203:c3f4:4246:0000:0000:0000:0010,123
CRYT3032382,2405:0203:c3f4:A5C1:0000:0000:0000:0010,123
CRYT3030497,2405:0203:c3f4:BB2E:0000:0000:0000:0010,123
CRYT3030806,2405:0203:c3f4:B93A:0000:0000:0000:0010,123
CRYT3034818,2405:0203:c3f4:9A96:0000:0000:0000:0010,123
CRYT3154101,2405:0203:c3f9:9CB2:0000:0000:0000:0010,123
CRYT3151294,2405:0203:c3f9:BF3E:0000:0000:0000:0010,123
CRYT3154326,2405:0203:c3f9:A6E2:0000:0000:0000:0010,123
CRYT3035032,2405:0203:c3f4:7A3A:0000:0000:0000:0010,123
CRYT3027529,2405:0203:c3f4:4B5D:0000:0000:0000:0010,123
CRYT3041195,2405:0203:c3f4:A72A:0000:0000:0000:0010,123
CRYT3073439,2405:0203:c3f9:85B0:0000:0000:0000:0010,123
CRYT3069388,2405:0203:c3f4:C4EB:0000:0000:0000:0010,123
CRYT3070376,2405:0203:c3f4:CC54:0000:0000:0000:0010,123
CRYT3044168,2405:0203:c3f4:6A1D:0000:0000:0000:0010,123
CRYT3067631,2405:0203:c3f4:D2EB:0000:0000:0000:0010,123
CRYT3378339,2405:0203:c3e0:9E51:0000:0000:0000:0010,123
CRYT3345252,2405:0203:c3e0:C5D8:0000:0000:0000:0010,123
CRYT3302996,2405:0203:c3fa:D5B1:0000:0000:0000:0010,123
CRYT3032663,2405:0203:c3f4:B052:0000:0000:0000:0010,123
CRYT3040273,2405:0203:c3f4:B971:0000:0000:0000:0010,123
CRYT3026451,2405:0203:c3f4:39B2:0000:0000:0000:0010,123
CRYT3019993,2405:0203:c3f4:6A93:0000:0000:0000:0010,123
CRYT3040754,2405:0203:c3f4:BFE6:0000:0000:0000:0010,123
CRYT3040353,2405:0203:c3f4:B965:0000:0000:0000:0010,123
CRYT3074112,2405:0203:c3f9:6DDD:0000:0000:0000:0010,123
